replicate,rank,top-1320 model,top-1320 acquired
1,0,0.04090909090909091,0.0
1,1,0.1,0.0015151515151515152
1,2,0.06287878787878788,0.003787878787878788
1,3,0.03636363636363636,0.006818181818181818
1,4,0.02727272727272727,0.008333333333333333
1,5,0.05303030303030303,0.010606060606060607
2,0,0.05606060606060606,0.0
2,1,0.10833333333333334,0.003787878787878788
2,2,0.06742424242424243,0.008333333333333333
2,3,0.11363636363636363,0.012878787878787878
2,4,0.12121212121212122,0.014393939393939395
2,5,0.16666666666666666,0.017424242424242425
3,0,0.11818181818181818,0.0
3,1,0.07424242424242425,0.0
3,2,0.03409090909090909,0.0022727272727272726
3,3,0.05909090909090909,0.003787878787878788
3,4,0.055303030303030305,0.005303030303030303
3,5,0.08181818181818182,0.010606060606060607
4,0,0.07424242424242425,0.0
4,1,0.14545454545454545,0.0022727272727272726
4,2,0.09242424242424242,0.006818181818181818
4,3,0.075,0.010606060606060607
4,4,0.10227272727272728,0.014393939393939395
4,5,0.14696969696969697,0.026515151515151516
5,0,0.08484848484848485,0.0
5,1,0.05454545454545454,0.003787878787878788
5,2,0.06363636363636363,0.004545454545454545
5,3,0.08106060606060606,0.00909090909090909
5,4,0.08181818181818182,0.015909090909090907
5,5,0.11287878787878788,0.019696969696969695
6,0,0.006818181818181818,0.0
6,1,0.1340909090909091,0.0
6,2,0.22575757575757577,0.0015151515151515152
6,3,0.27121212121212124,0.011363636363636364
6,4,0.1765151515151515,0.019696969696969695
6,5,0.11363636363636363,0.02727272727272727
7,0,0.12045454545454545,0.0
7,1,0.10984848484848485,0.003787878787878788
7,2,0.10833333333333334,0.003787878787878788
7,3,0.11666666666666667,0.009848484848484848
7,4,0.14545454545454545,0.015151515151515152
7,5,0.19772727272727272,0.023484848484848483
8,0,0.06363636363636363,0.0
8,1,0.05075757575757576,0.0
8,2,0.05454545454545454,0.0022727272727272726
8,3,0.1159090909090909,0.0022727272727272726
8,4,0.07121212121212121,0.005303030303030303
8,5,0.04318181818181818,0.008333333333333333
9,0,0.05606060606060606,0.0
9,1,0.04924242424242424,0.0007575757575757576
9,2,0.06363636363636363,0.0022727272727272726
9,3,0.06060606060606061,0.0022727272727272726
9,4,0.09621212121212121,0.0030303030303030303
9,5,0.10681818181818181,0.004545454545454545
10,0,0.019696969696969695,0.0
10,1,0.056818181818181816,0.0
